dataset,method,fitness_rule,fitness,overall_acc,MCC,avg_odds_diff,stat_par_diff,eq_opp_diff,solution,alpha
adult_dataset_reader,mlp_xi_reg_initializer,alpha_05_MCC_stat_par_diff,0.1853138354235905,0.8506357103372029,0.5824433203960286,0.1297674419283032,0.2118156495488475,0.1586172782302564,"{'l2': 0.01, 'dropout': 0.060730404885429724}",0.5
adult_dataset_reader,mlp_xi_reg_initializer,alpha_065_MCC_stat_par_diff,0.3182174339770282,0.8542841348811498,0.6005310273546196,0.0931198430196618,0.2060792394384989,0.0924942876959523,"{'l2': 0.01, 'dropout': 0.06469519643346115}",0.65
adult_dataset_reader,mlp_xi_reg_initializer,alpha_08_MCC_stat_par_diff,0.4240938800380172,0.8489773355444997,0.5785200615044771,0.1063799659502861,0.1936108458278227,0.1310941807908731,"{'l2': 0.001, 'dropout': 0.09237613041425352}",0.8
adult_dataset_reader,mlp_xi_reg_initializer,alpha_02_MCC_avg_odds_diff,0.055521961084477,0.8482034273079049,0.5646903216958414,0.0717701290683641,0.1759211906184026,0.0690059184274657,"{'l2': 0.01, 'dropout': 0.0514934408077457}",0.2
adult_dataset_reader,mlp_xi_reg_initializer,alpha_035_MCC_avg_odds_diff,0.1487493370448269,0.849861802100608,0.5729869623923399,0.0796863073730645,0.1727267858784824,0.0908119658119658,"{'l2': 0.01, 'dropout': 0.14218134084952608}",0.35
adult_dataset_reader,mlp_xi_reg_initializer,alpha_05_MCC_avg_odds_diff,0.2319664070757627,0.849640685461581,0.5774838114784623,0.1135509973269367,0.2024208074969838,0.1357739852860217,"{'l2': 0.001, 'dropout': 0.13726019065297496}",0.5
adult_dataset_reader,mlp_xi_reg_initializer,alpha_065_MCC_avg_odds_diff,0.3327638367408236,0.8467661691542289,0.5818307613228786,0.1297890231972783,0.2210947463179215,0.1532806117202764,"{'l2': 0.01, 'dropout': 0.06366227076671961}",0.65
adult_dataset_reader,mlp_xi_reg_initializer,alpha_08_MCC_avg_odds_diff,0.4508386755667681,0.8489773355444997,0.5818871284658751,0.0733551360296599,0.1742303797518919,0.0680530382524087,"{'l2': 0.001, 'dropout': 0.11140470315378415}",0.8
adult_dataset_reader,mlp_xi_reg_initializer,alpha_02_MCC_eq_opp_diff,0.0066247472194749,0.8477611940298507,0.570465592733834,0.1075021690701237,0.1854818606333091,0.1343354641591148,"{'l2': 0.01, 'dropout': 0.07322762706448646}",0.2
adult_dataset_reader,mlp_xi_reg_initializer,alpha_035_MCC_eq_opp_diff,0.1650761996046105,0.8455500276395799,0.5652426155469356,0.0598034307695117,0.1692460464783371,0.0503980243643337,"{'l2': 0.01, 'dropout': 0.03749658642665518}",0.35
adult_dataset_reader,mlp_xi_reg_initializer,alpha_05_MCC_eq_opp_diff,0.2347620833856327,0.8485351022664456,0.5839209376370706,0.1107231642031016,0.2172498743086978,0.1143967708658052,"{'l2': 0.01, 'dropout': 0.0604066611265721}",0.5
adult_dataset_reader,mlp_xi_reg_initializer,alpha_065_MCC_eq_opp_diff,0.3344681681371408,0.85085682697623,0.5838178266976285,0.1145011381900096,0.2077148949778591,0.1286097691894793,"{'l2': 0.01, 'dropout': 0.1116399946400361}",0.65
